,index,ID,Species,Model_name,Reference,Trait,Latitude,Longitude,Kingdom,Phylum,Class,Order,Family,Genus,B0,B0_stderr,E,E stderr,T_pk,T_pk.stderr,E_D ,E_D.stderr,E_D_L,E_D_L stderr,Est.Tpk,Est.Tmin,Est.Tmax,Max response,Donor,Acceptor,R_Squared,AIC,BIC,Plotted,Temp_Vals,Trait_Vals
579,1221,436,Halobacterium sp. ACAM32,schoolfield,"1988, T. A. McMeekin and P. D. Franzmann, 'Effect of temperature on the growth rates of halotolerant and halophilic bacteria isolated from Antarctic saline lakes'. Polar Biology, 8(4),pp281-285",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,-0.543154559,4.91324381,1.79E-08,0.37184742,NA,NA,2.152360568,1.476454386,-1.549208464,0.84825272,303.329,296.829,309.129,0.417257664,,,0.923255027,-79.14109017,-70.3344144,FALSE,"[ 278.429  280.571  282.393  283.893  285.179  286.786  287.321  288.929
  289.893  290.857  292.357  292.679  294.714  296.     297.286  297.714
  299.429  300.393  301.679  303.393  304.464  305.857  307.25   309.179
  311.214  313.143]","[ 0.01296   0.015552  0.03024   0.039744  0.057888  0.067392  0.0864
  0.101088  0.131328  0.156384  0.182304  0.217728  0.244512  0.279072
  0.290304  0.363744  0.37584   0.39744   0.399168  0.444096  0.463104
  0.382752  0.222048  0.419904  0.274752  0.13392 ]"
580,1222,437,Halobacterium sp. ACAM34,schoolfield two factor,"1988, T. A. McMeekin and P. D. Franzmann, 'Effect of temperature on the growth rates of halotolerant and halophilic bacteria isolated from Antarctic saline lakes'. Polar Biology, 8(4),pp281-285",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,-4.218660188,0.409349903,0.894170418,0.133889763,308.5919992,0.60664821,1.836600914,0.261724864,NA,NA,308.571,301.571,315.871,0.591983109,,,0.955979798,-81.39570229,-75.1052196,TRUE,"[ 279.071  282.639  283.643  284.981  286.543  287.435  289.331  290.
  291.004  292.454  293.346  295.242  296.468  297.807  298.922  299.368
  300.929  302.268  303.606  305.39   305.948  308.067  309.963  311.636
  313.42   315.428]","[ 0.019008  0.037152  0.048384  0.072576  0.08208   0.098496  0.111456
  0.143424  0.162432  0.190944  0.217728  0.244512  0.278208  0.322272
  0.292032  0.416448  0.429408  0.411264  0.507168  0.556416  0.575424
  0.614304  0.636768  0.567648  0.365472  0.546912]"
581,1223,437,Halobacterium sp. ACAM34,schoolfield simple,"1988, T. A. McMeekin and P. D. Franzmann, 'Effect of temperature on the growth rates of halotolerant and halophilic bacteria isolated from Antarctic saline lakes'. Polar Biology, 8(4),pp281-285",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,-2.60722416,0,0.390748285,0,NA,NA,107.6079765,0,NA,NA,NA,NA,NA,NA,,,0.773082054,-38.54929491,-32.25881222,FALSE,"[ 279.071  282.639  283.643  284.981  286.543  287.435  289.331  290.
  291.004  292.454  293.346  295.242  296.468  297.807  298.922  299.368
  300.929  302.268  303.606  305.39   305.948  308.067  309.963  311.636
  313.42   315.428]","[ 0.019008  0.037152  0.048384  0.072576  0.08208   0.098496  0.111456
  0.143424  0.162432  0.190944  0.217728  0.244512  0.278208  0.322272
  0.292032  0.416448  0.429408  0.411264  0.507168  0.556416  0.575424
  0.614304  0.636768  0.567648  0.365472  0.546912]"
582,1224,437,Halobacterium sp. ACAM34,schoolfield,"1988, T. A. McMeekin and P. D. Franzmann, 'Effect of temperature on the growth rates of halotolerant and halophilic bacteria isolated from Antarctic saline lakes'. Polar Biology, 8(4),pp281-285",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,-0.541991876,0,1.41E-10,0,NA,NA,70.34295946,0,-1.566258954,0,324.071,301.371,325.071,0.578659521,,,0.927424292,-64.34285356,-55.5361778,FALSE,"[ 279.071  282.639  283.643  284.981  286.543  287.435  289.331  290.
  291.004  292.454  293.346  295.242  296.468  297.807  298.922  299.368
  300.929  302.268  303.606  305.39   305.948  308.067  309.963  311.636
  313.42   315.428]","[ 0.019008  0.037152  0.048384  0.072576  0.08208   0.098496  0.111456
  0.143424  0.162432  0.190944  0.217728  0.244512  0.278208  0.322272
  0.292032  0.416448  0.429408  0.411264  0.507168  0.556416  0.575424
  0.614304  0.636768  0.567648  0.365472  0.546912]"
583,1066,380,Halobaculum gomorrense,schoolfield two factor,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,0.560017622,0.076910501,0.384291353,0.018139039,317.8672597,0.237621485,1.861300827,0.104448069,NA,NA,317.8195,307.0195,325.8195,13.80186712,,,0.993687668,2.053115806,6.219182527,FALSE,"[ 296.2195  298.1546  300.0888  302.2166  304.0865  306.2773  308.2114
  310.1451  312.3368  314.2701  316.1386  318.1353  320.196   322.1927
  324.3796  326.2456  327.21  ]","[  5.94432    6.89472    7.56864    8.53632    9.421056   9.84096
  10.801728  11.598336  12.660192  13.298688  13.665888  13.661568
  13.28832   13.211424  11.200896  10.0872     9.186912]"
584,1067,380,Halobaculum gomorrense,schoolfield simple,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,0.560019545,0.076906422,0.384290855,0.018138021,NA,NA,1.861304448,0.104454825,NA,NA,317.8195,307.0195,325.8195,13.80186878,,,0.993687668,2.053115805,6.219182525,TRUE,"[ 296.2195  298.1546  300.0888  302.2166  304.0865  306.2773  308.2114
  310.1451  312.3368  314.2701  316.1386  318.1353  320.196   322.1927
  324.3796  326.2456  327.21  ]","[  5.94432    6.89472    7.56864    8.53632    9.421056   9.84096
  10.801728  11.598336  12.660192  13.298688  13.665888  13.661568
  13.28832   13.211424  11.200896  10.0872     9.186912]"
585,1068,380,Halobaculum gomorrense,schoolfield,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobaculum,0.560018297,0,0.384291174,0,NA,NA,1.861302273,0,-8.072621779,0,317.8195,307.0195,325.8195,13.80186789,,,0.993687668,6.053115804,11.88560921,FALSE,"[ 296.2195  298.1546  300.0888  302.2166  304.0865  306.2773  308.2114
  310.1451  312.3368  314.2701  316.1386  318.1353  320.196   322.1927
  324.3796  326.2456  327.21  ]","[  5.94432    6.89472    7.56864    8.53632    9.421056   9.84096
  10.801728  11.598336  12.660192  13.298688  13.665888  13.661568
  13.28832   13.211424  11.200896  10.0872     9.186912]"
586,1069,381,Halococcus morrhuae,schoolfield two factor,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,0.68852222,0.071253643,0.339207225,0.013851501,323.5958956,0.295350009,3.158668008,0.311088436,NA,NA,323.5717,313.3717,329.2717,16.78956139,,,0.991072849,21.18046107,25.63231986,TRUE,"[ 296.2717  298.3191  300.2379  302.2209  304.2676  306.3835  308.2994
  310.3474  312.196   314.1765  316.2242  318.2705  320.1841  322.0977
  324.1457  326.1804  328.0868  329.9848]","[  5.90976    6.37632    7.27488    8.06976    8.60544    9.705312
  10.531296  11.489472  12.19536   12.944448  14.045184  14.907456
  15.56496   16.25184   17.730144  15.441408  14.287104  11.459232]"
587,1070,381,Halococcus morrhuae,schoolfield simple,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,0.688522088,0.071253862,0.339207254,0.013851553,NA,NA,3.15866687,0.311086961,NA,NA,323.5717,313.3717,329.2717,16.78956097,,,0.991072849,21.18046107,25.63231986,FALSE,"[ 296.2717  298.3191  300.2379  302.2209  304.2676  306.3835  308.2994
  310.3474  312.196   314.1765  316.2242  318.2705  320.1841  322.0977
  324.1457  326.1804  328.0868  329.9848]","[  5.90976    6.37632    7.27488    8.06976    8.60544    9.705312
  10.531296  11.489472  12.19536   12.944448  14.045184  14.907456
  15.56496   16.25184   17.730144  15.441408  14.287104  11.459232]"
588,1071,381,Halococcus morrhuae,schoolfield,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,0.931892715,0.669943933,0.297976812,0.101911167,NA,NA,3.467162839,0.547560137,-1.161363894,2.633715932,323.8717,313.0717,329.2717,16.73764872,,,0.992362471,22.36986888,28.60247119,FALSE,"[ 296.2717  298.3191  300.2379  302.2209  304.2676  306.3835  308.2994
  310.3474  312.196   314.1765  316.2242  318.2705  320.1841  322.0977
  324.1457  326.1804  328.0868  329.9848]","[  5.90976    6.37632    7.27488    8.06976    8.60544    9.705312
  10.531296  11.489472  12.19536   12.944448  14.045184  14.907456
  15.56496   16.25184   17.730144  15.441408  14.287104  11.459232]"
589,1072,382,Haloferax volcanii,schoolfield two factor,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,0.768317225,0.068097752,0.346950862,0.014179041,318.0750679,0.263484191,4.754065167,0.601361995,NA,NA,318.0307,309.2307,322.1307,16.0184406,,,0.99235673,12.51060904,15.70589569,FALSE,"[ 296.2307  298.2288  300.0962  302.1563  304.0902  306.2771  308.0137
  310.2668  312.1305  314.1897  316.3121  318.2401  320.3557  322.1402]","[  6.29856    7.24896    8.00928    8.856     10.183104  10.945152
  11.56896   12.859776  13.290048  14.44608   15.43968   15.956352
  15.070752  11.82816 ]"
590,1073,382,Haloferax volcanii,schoolfield simple,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,0.768323009,0.068094722,0.346949515,0.014178316,NA,NA,4.754158565,0.601417663,NA,NA,318.0307,309.2307,322.1307,16.01845707,,,0.99235673,12.51060899,15.70589564,FALSE,"[ 296.2307  298.2288  300.0962  302.1563  304.0902  306.2771  308.0137
  310.2668  312.1305  314.1897  316.3121  318.2401  320.3557  322.1402]","[  6.29856    7.24896    8.00928    8.856     10.183104  10.945152
  11.56896   12.859776  13.290048  14.44608   15.43968   15.956352
  15.070752  11.82816 ]"
591,1074,382,Haloferax volcanii,schoolfield,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,1.279870877,0.378365105,0.254620636,0.060926671,NA,NA,6.221315207,0.722423029,-1.290109421,0.766918583,318.5307,308.6307,322.1307,15.91527329,,,0.998238333,-4.041889798,0.43151151,TRUE,"[ 296.2307  298.2288  300.0962  302.1563  304.0902  306.2771  308.0137
  310.2668  312.1305  314.1897  316.3121  318.2401  320.3557  322.1402]","[  6.29856    7.24896    8.00928    8.856     10.183104  10.945152
  11.56896   12.859776  13.290048  14.44608   15.43968   15.956352
  15.070752  11.82816 ]"
592,1075,383,Halogeometricum borinquense,schoolfield two factor,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,0.541980806,0.069110751,0.387005373,0.015882544,322.9443785,0.207345042,1.54667045,0.095496143,NA,NA,322.8966,310.8966,332.4966,16.25367769,,,0.996287289,3.032389642,7.754584538,FALSE,"[ 296.2966  298.2011  300.3647  302.3336  304.2362  306.2689  308.2367
  310.3337  312.2346  314.1359  316.2329  318.1334  320.2302  322.1952
  324.2891  326.253   328.1494  330.2415  331.2203]","[  5.81472    6.80832    7.40448    8.424      9.3744    10.196928
  11.282112  11.930976  12.689568  13.649472  14.433984  15.178752
  15.960672  16.409088  15.942528  15.933888  15.05088   13.976064
  12.837312]"
593,1076,383,Halogeometricum borinquense,schoolfield simple,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,0.541992376,0.069101562,0.387002475,0.015880033,NA,NA,1.54669112,0.095508621,NA,NA,322.8966,310.8966,332.4966,16.25369311,,,0.996287289,3.032389654,7.75458455,FALSE,"[ 296.2966  298.2011  300.3647  302.3336  304.2362  306.2689  308.2367
  310.3337  312.2346  314.1359  316.2329  318.1334  320.2302  322.1952
  324.2891  326.253   328.1494  330.2415  331.2203]","[  5.81472    6.80832    7.40448    8.424      9.3744    10.196928
  11.282112  11.930976  12.689568  13.649472  14.433984  15.178752
  15.960672  16.409088  15.942528  15.933888  15.05088   13.976064
  12.837312]"
594,1077,383,Halogeometricum borinquense,schoolfield,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",Specific Growth Rate,,,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,1.129175641,0.580002858,0.276379845,0.093711343,NA,NA,1.917668342,0.233840027,-1.14068705,0.893254109,323.4966,310.7966,332.0966,16.27197665,,,0.998196231,-6.688589951,-0.077517097,TRUE,"[ 296.2966  298.2011  300.3647  302.3336  304.2362  306.2689  308.2367
  310.3337  312.2346  314.1359  316.2329  318.1334  320.2302  322.1952
  324.2891  326.253   328.1494  330.2415  331.2203]","[  5.81472    6.80832    7.40448    8.424      9.3744    10.196928
  11.282112  11.930976  12.689568  13.649472  14.433984  15.178752
  15.960672  16.409088  15.942528  15.933888  15.05088   13.976064
  12.837312]"
595,522,183,Halomonas campisalis,schoolfield two factor,"Mormile, M. R., Romine, M. F., Garcia, M. T., Ventosa, a, Bailey, T. J., & Peyton, B. M. (1999). Halomonas campisalis sp. nov., a denitrifying, moderately haloalkaliphilic bacterium. Systematic and Applied Microbiology, 22(4), 551?558.",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,-19.16473209,160571108.4,1.04413524,50504886.12,310.7803395,261071633.6,1.404413719,36611604.78,NA,NA,310.794,301.594,323.894,2.62E-07,,Nitrate,8.43E-08,47.57723162,48.56335451,FALSE,"[ 277.194   290.213   297.1091  303.0666  310.0597  313.0509  318.1034
  323.3024  328.1657]","[  4.06944001e-01   5.95296001e-01   1.94572800e+00   3.56140800e+00
   2.54188800e+00   2.50732800e+00   2.11852800e+00   2.35872001e-01
   9.99999999e-10]"
596,523,183,Halomonas campisalis,schoolfield simple,"Mormile, M. R., Romine, M. F., Garcia, M. T., Ventosa, a, Bailey, T. J., & Peyton, B. M. (1999). Halomonas campisalis sp. nov., a denitrifying, moderately haloalkaliphilic bacterium. Systematic and Applied Microbiology, 22(4), 551?558.",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,-19.26402964,54595183.09,0.897031579,11234464.75,NA,NA,2.245435684,26112103.63,NA,NA,321.794,315.094,327.994,8.17E-07,,Nitrate,-4.95E-08,47.57723058,48.56335346,TRUE,"[ 277.194   290.213   297.1091  303.0666  310.0597  313.0509  318.1034
  323.3024  328.1657]","[  4.06944001e-01   5.95296001e-01   1.94572800e+00   3.56140800e+00
   2.54188800e+00   2.50732800e+00   2.11852800e+00   2.35872001e-01
   9.99999999e-10]"
597,524,183,Halomonas campisalis,schoolfield,"Mormile, M. R., Romine, M. F., Garcia, M. T., Ventosa, a, Bailey, T. J., & Peyton, B. M. (1999). Halomonas campisalis sp. nov., a denitrifying, moderately haloalkaliphilic bacterium. Systematic and Applied Microbiology, 22(4), 551?558.",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,48.03173816,0,15.19701484,0,NA,NA,101.3447136,0,-3.675684129,0,306.794,306.594,306.994,3.60E+51,,Nitrate,8.14E-09,51.57723308,52.95780512,FALSE,"[ 277.194   290.213   297.1091  303.0666  310.0597  313.0509  318.1034
  323.3024  328.1657]","[  4.06944001e-01   5.95296001e-01   1.94572800e+00   3.56140800e+00
   2.54188800e+00   2.50732800e+00   2.11852800e+00   2.35872001e-01
   9.99999999e-10]"
598,658,229,Halomonas campisalis,schoolfield two factor,"Segerer, A. H., Trincone, A., Gahrtz, M., & Stetter, K. O. (1991). Stygiolobus azoricus gen. nov., sp. nov. Represents a Novel Genus of Anaerobic, Extremely Thermoacidophilic Archaebacteria of the Order Sulfolobales. International Journal of Systematic Bacteriology, 41(60), 495?501.",Specific Growth Rate,37.77,-25.48,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,-7.011708002,1.683245422,0.920973048,0.181998539,355.3878862,0.720125664,7.799830172,1.829971074,NA,NA,355.3509,350.6509,358.0509,6.779068722,Hydrogen,Sulfur,0.928810672,27.67716309,29.66663945,FALSE,"[ 327.8509  333.1927  338.5346  343.3423  348.2568  353.1714  358.2996
  359.6885  360.4363  361.8252  362.4662]","[ 0.026784  0.50544   1.39968   3.20544   4.85568   5.78016   4.39776
  3.36096   2.61792   0.304992  0.057888]"
599,659,229,Halomonas campisalis,schoolfield simple,"Segerer, A. H., Trincone, A., Gahrtz, M., & Stetter, K. O. (1991). Stygiolobus azoricus gen. nov., sp. nov. Represents a Novel Genus of Anaerobic, Extremely Thermoacidophilic Archaebacteria of the Order Sulfolobales. International Journal of Systematic Bacteriology, 41(60), 495?501.",Specific Growth Rate,37.77,-25.48,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,-7.011625638,1.68323064,0.920963642,0.181996509,NA,NA,7.799889702,1.830084212,NA,NA,355.3509,350.6509,358.0509,6.779043119,Hydrogen,Sulfur,0.928810956,27.6771631,29.66663946,FALSE,"[ 327.8509  333.1927  338.5346  343.3423  348.2568  353.1714  358.2996
  359.6885  360.4363  361.8252  362.4662]","[ 0.026784  0.50544   1.39968   3.20544   4.85568   5.78016   4.39776
  3.36096   2.61792   0.304992  0.057888]"
600,660,229,Halomonas campisalis,schoolfield,"Segerer, A. H., Trincone, A., Gahrtz, M., & Stetter, K. O. (1991). Stygiolobus azoricus gen. nov., sp. nov. Represents a Novel Genus of Anaerobic, Extremely Thermoacidophilic Archaebacteria of the Order Sulfolobales. International Journal of Systematic Bacteriology, 41(60), 495?501.",Specific Growth Rate,37.77,-25.48,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,1.749603307,1.375885391,3.90E-11,0.011739609,NA,NA,11.75540542,2.68025629,-2.935833824,0.967776624,355.2509,345.7509,359.0509,5.564745506,Hydrogen,Sulfur,0.981308456,16.63103602,19.41630293,TRUE,"[ 327.8509  333.1927  338.5346  343.3423  348.2568  353.1714  358.2996
  359.6885  360.4363  361.8252  362.4662]","[ 0.026784  0.50544   1.39968   3.20544   4.85568   5.78016   4.39776
  3.36096   2.61792   0.304992  0.057888]"
601,1375,489,Halomonas elongata,schoolfield two factor,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,-0.911867312,0.156098358,0.893374362,0.046646079,310.0886795,0.263290649,2.324714131,0.28317864,NA,NA,310.0438611,304.0438611,315.6438611,22.71307743,,,0.997581064,21.0950194,24.29030605,TRUE,"[ 282.94386111  285.66449847  288.43879617  290.68415423  291.95034509
  293.75563644  295.65068281  297.67131728  299.78984732  301.83394304
  303.76393897  306.07716205  309.12092192  312.52734614]","[  0.96768    1.71072    2.48832    3.99168    4.61376    6.02208    7.54272
   9.667296  11.433312  13.44384   16.4592    19.806336  22.762944
  21.381408]"
602,1376,489,Halomonas elongata,schoolfield simple,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,0.249682305,0,0.560623642,0,NA,NA,225506.2809,0,NA,NA,NA,NA,NA,NA,,,0.922466719,69.71073133,72.90601798,FALSE,"[ 282.94386111  285.66449847  288.43879617  290.68415423  291.95034509
  293.75563644  295.65068281  297.67131728  299.78984732  301.83394304
  303.76393897  306.07716205  309.12092192  312.52734614]","[  0.96768    1.71072    2.48832    3.99168    4.61376    6.02208    7.54272
   9.667296  11.433312  13.44384   16.4592    19.806336  22.762944
  21.381408]"
603,1377,489,Halomonas elongata,schoolfield,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,3.250106091,0,1.06E-09,0,NA,NA,1487003.248,0,-1.393811134,0,NA,NA,NA,NA,,,0.989339289,45.69341523,50.16681654,FALSE,"[ 282.94386111  285.66449847  288.43879617  290.68415423  291.95034509
  293.75563644  295.65068281  297.67131728  299.78984732  301.83394304
  303.76393897  306.07716205  309.12092192  312.52734614]","[  0.96768    1.71072    2.48832    3.99168    4.61376    6.02208    7.54272
   9.667296  11.433312  13.44384   16.4592    19.806336  22.762944
  21.381408]"
604,1378,490,Halomonas elongata,schoolfield two factor,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,-3.738146246,0.594044806,1.15115143,0.187018609,311.786946,0.769445488,1.677063055,0.130582572,NA,NA,311.7791929,304.1791929,321.5791929,3.192292976,,,0.991677809,-12.01353239,-10.02405603,TRUE,"[ 291.57919291  293.77548502  295.8361068   297.62259075  299.53213081
  301.7119134   303.95875888  306.38475184  308.92133936  311.76151491
  315.26546929]","[ 0.46224   0.657504  0.95904   1.19232   1.58112   1.88352   2.47968
  2.55744   3.09312   3.30048   2.99808 ]"
605,1379,490,Halomonas elongata,schoolfield simple,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,-1.278311381,0,0.455144972,0,NA,NA,5613.15134,0,NA,NA,NA,NA,NA,NA,,,0.84381043,20.28901115,22.27848751,FALSE,"[ 291.57919291  293.77548502  295.8361068   297.62259075  299.53213081
  301.7119134   303.95875888  306.38475184  308.92133936  311.76151491
  315.26546929]","[ 0.46224   0.657504  0.95904   1.19232   1.58112   1.88352   2.47968
  2.55744   3.09312   3.30048   2.99808 ]"
606,1380,490,Halomonas elongata,schoolfield,"Karen Krist (1997) Description and Mechanisms of Bacterial Growth Responses to Water Activity and Compatible Solutes. PhD Thesis, University of Tasmania",Specific Growth Rate,,,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,1.204935781,0,9.79E-09,0,NA,NA,2217.416946,0,-1.775930485,0,NA,NA,NA,NA,,,0.984514846,-1.179508914,1.605757996,FALSE,"[ 291.57919291  293.77548502  295.8361068   297.62259075  299.53213081
  301.7119134   303.95875888  306.38475184  308.92133936  311.76151491
  315.26546929]","[ 0.46224   0.657504  0.95904   1.19232   1.58112   1.88352   2.47968
  2.55744   3.09312   3.30048   2.99808 ]"
