,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,Best_Guess
389_Sch_TF,Natronococcus occultus,schoolfield two factor,Specific Growth Rate,-0.387805836504132,0.6083212613834724,319.118002079,1.092271206862442,NA,319.1631,307.0631,332.9631,12.4254904907,NA,NA,0.973577777156679,-21.67593230388963,-15.509865583608551,1,False,17,4,389,136,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,occultus,True,Aerobic
389_Sch_O,Natronococcus occultus,schoolfield,Specific Growth Rate,2.5011422608495284,1.6588773688042124e-09,NA,18.329367670782272,-1.45018847032,NA,NA,NA,NA,NA,NA,0.9465072189824443,-5.6856797290366785,2.1468136793568355,2,False,17,6,389,136,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,occultus,True,Aerobic
389_Sch_OS,Natronococcus occultus,schoolfield simple,Specific Growth Rate,1.3198120232455606,0.18016703205752016,NA,14.967305706196841,NA,NA,NA,NA,NA,NA,NA,0.7082212989439951,19.158464685618686,25.324531405899766,3,False,17,4,389,136,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,occultus,True,Aerobic
390_Sch_TF,Natronomonas pharaonis,schoolfield two factor,Specific Growth Rate,-0.3961289248763141,0.577450912003041,318.215983997,1.7644865662828622,NA,318.2038,309.2038,326.1038,14.5952948957,NA,NA,0.9826977906347307,-23.47123546421803,-17.019376674737206,1,False,18,4,390,137,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronomonas,pharaonis,True,Aerobic
390_Sch_OS,Natronomonas pharaonis,schoolfield simple,Specific Growth Rate,-0.39614987596618284,0.5774561038382744,NA,1.7644738190518634,NA,318.2038,309.2038,326.1038,14.5952866555,NA,NA,0.9826977917767328,-23.471235458757764,-17.01937666927694,2,False,18,4,390,137,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronomonas,pharaonis,True,Aerobic
390_Sch_O,Natronomonas pharaonis,schoolfield,Specific Growth Rate,0.298472024217769,0.5772087334341939,NA,1.7642446210785123,-0.000486163394458,318.2038,309.2038,326.1038,14.5952930704,NA,NA,0.9826978049366755,-19.47123318543175,-11.238630880158599,3,False,18,6,390,137,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronomonas,pharaonis,True,Aerobic
391_Sch_TF,Natronorubrum bangense,schoolfield two factor,Specific Growth Rate,0.06439670175580671,0.45436396085714736,318.864740705,2.250632603899703,NA,318.8757,309.6757,325.4757,13.5378381995,NA,NA,0.9949729089880271,-38.2859664168826,-32.74571541137155,1,False,15,4,391,138,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,True,Aerobic
391_Sch_O,Natronorubrum bangense,schoolfield,Specific Growth Rate,2.650470821921365,1.9550813190605254e-09,NA,315.3164847513978,-1.10078832183,NA,NA,NA,NA,NA,NA,0.9626204294133054,-4.190029687038663,2.7663217206768067,2,False,15,6,391,138,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,True,Aerobic
391_Sch_OS,Natronorubrum bangense,schoolfield simple,Specific Growth Rate,0.8956395681292746,0.2690375822955917,NA,72.03950049651496,NA,NA,NA,NA,NA,NA,NA,0.8605821950258359,11.564885685701537,17.10513669121259,3,False,15,4,391,138,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,True,Aerobic
356_Sch_TF,Nitrosotalea sp. nd2,schoolfield two factor,Specific Growth Rate,-3.2900708717836396,0.6024760363388494,310.042594012,5.191697242195372,NA,310.0312,304.5312,313.1312,0.691638854022,NA,NA,0.8893923841635782,-33.987693709256625,-31.590486000857446,1,False,8,4,356,103,"2014, Laura E. Lehtovirta-Morley and Chaorong Ge and Jenna Ross and Huaiying Yao and Graeme W. Nicol and James I. Prosser, 'Characterisation of terrestrial acidophilic archaeal ammonia oxidisers and their inhibition and stimulation by organic compounds'. FEMS Microbiology Ecology, 89(3),pp542-552",,,Archaea,Thaumarchaeota,,,,Candidatus Nitrosotalea,,True,AmmoniaOxidation
356_Sch_OS,Nitrosotalea sp. nd2,schoolfield simple,Specific Growth Rate,-3.290035088598679,0.6024639050578202,NA,5.192052817076433,NA,310.0312,304.5312,313.1312,0.691642153106,NA,NA,0.8893921038994698,-33.987693694446534,-31.590485986047355,2,False,8,4,356,103,"2014, Laura E. Lehtovirta-Morley and Chaorong Ge and Jenna Ross and Huaiying Yao and Graeme W. Nicol and James I. Prosser, 'Characterisation of terrestrial acidophilic archaeal ammonia oxidisers and their inhibition and stimulation by organic compounds'. FEMS Microbiology Ecology, 89(3),pp542-552",,,Archaea,Thaumarchaeota,,,,Candidatus Nitrosotalea,,True,AmmoniaOxidation
356_Sch_O,Nitrosotalea sp. nd2,schoolfield,Specific Growth Rate,-3.2900471452475055,0.6024670704060525,NA,5.1920677729198745,-21.539973778,310.0312,304.5312,313.1312,0.691644117238,NA,NA,0.8893919173405015,-29.987693693141573,-27.431602901382725,3,False,8,6,356,103,"2014, Laura E. Lehtovirta-Morley and Chaorong Ge and Jenna Ross and Huaiying Yao and Graeme W. Nicol and James I. Prosser, 'Characterisation of terrestrial acidophilic archaeal ammonia oxidisers and their inhibition and stimulation by organic compounds'. FEMS Microbiology Ecology, 89(3),pp542-552",,,Archaea,Thaumarchaeota,,,,Candidatus Nitrosotalea,,True,AmmoniaOxidation
152_Sch_O,Nocardioides sp. k44,schoolfield,Specific Growth Rate,-1.504841887670023,3.444199925262126e-09,NA,67.72965927075899,-2.57068018882,306.689,287.689,307.889,0.221930509967,NA,NA,0.9152235959745246,-77.18596419377957,-71.79161764526357,1,False,12,6,152,Mannisto_2002_k44,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,True,Aerobic
152_Sch_TF,Nocardioides sp. k44,schoolfield two factor,Specific Growth Rate,-3.681385723018059,0.8152657264610549,297.24733645,2.2632087478828535,NA,297.289,291.389,302.489,0.266855724009,NA,NA,0.8166466528682612,-71.88845073239149,-67.4639174834515,2,False,12,4,152,Mannisto_2002_k44,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,True,Aerobic
152_Sch_OS,Nocardioides sp. k44,schoolfield simple,Specific Growth Rate,-3.681179097002457,0.8151620999827582,NA,2.263235797123663,NA,297.289,291.389,302.489,0.266851087888,NA,NA,0.8166474395985901,-71.8884507102179,-67.4639174612779,3,False,12,4,152,Mannisto_2002_k44,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,True,Aerobic
585_Sch_O,Oscillatoria e17,schoolfield,Specific Growth Rate,-1.432137571151174,1.249556347282521e-09,NA,3.6974140353915113,-2.13205593095,293.35,284.35,299.85,0.228845947747,NA,NA,0.983045167086891,-51.80805579017916,-50.18668474679197,1,False,7,6,585,CT447,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,PhotosystemII
585_Sch_OS,Oscillatoria e17,schoolfield simple,Specific Growth Rate,-2.8863075450063747,0.6071608172006022,NA,2.460442070244182,NA,293.25,286.95,298.25,0.247054598846,NA,NA,0.9375373584172353,-46.572424082000104,-44.84287333672354,2,False,7,4,585,CT447,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,PhotosystemII
585_Sch_TF,Oscillatoria e17,schoolfield two factor,Specific Growth Rate,-2.8864423491038718,0.6072616113926331,293.299186979,2.4602041019113505,NA,293.25,286.95,298.25,0.247056261075,NA,NA,0.93753750395995,-46.57242404935203,-44.84287330407547,3,False,7,4,585,CT447,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,PhotosystemII
604_Sch_OS,Oscillatoria o-salt,schoolfield simple,Specific Growth Rate,-3.734032279695436,0.8712989455891176,NA,7.931911687555788,NA,295.75,292.35,297.55,0.358961158369,NA,NA,0.9610587388926716,-45.71135997945411,-43.98180923417755,1,False,7,4,604,CT466,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",-78.0,166.0,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,PhotosystemII
604_Sch_O,Oscillatoria o-salt,schoolfield,Specific Growth Rate,-3.4897341980869943,0.7775203211291931,NA,31.517329842829607,-53442.1560398,297.15,294.15,297.85,0.430136786393,NA,NA,0.8500892263195798,-31.29386491122716,-29.672493867839968,2,False,7,6,604,CT466,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",-78.0,166.0,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,PhotosystemII
604_Sch_TF,Oscillatoria o-salt,schoolfield two factor,Specific Growth Rate,243.19731109295887,109.48280625501867,223.293072257,47117.61520206386,NA,322.45,263.15,322.45,,NA,NA,0.0,-17.9533756752393,-16.223824929962735,3,False,7,4,604,CT466,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",-78.0,166.0,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,PhotosystemII
598_Sch_TF,Oscillatoria o201,schoolfield two factor,Specific Growth Rate,-3.805890237580565,2.098366229802572,285.076002489,2.6844631270681503,NA,285.05,280.85,291.25,0.202021281131,NA,NA,0.7912204955869493,-42.03161920125414,-40.302068455977576,1,False,7,4,598,CT460,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",55.0,-77.0,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,PhotosystemII
598_Sch_OS,Oscillatoria o201,schoolfield simple,Specific Growth Rate,-3.485834573781732,1.6553903397623473,NA,2.334617520891061,NA,285.85,281.15,291.95,0.200719387379,NA,NA,0.7839682495690952,-41.79425763113687,-40.0647068858603,2,False,7,4,598,CT460,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",55.0,-77.0,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,PhotosystemII
598_Sch_O,Oscillatoria o201,schoolfield,Specific Growth Rate,-3.4632849752930777,1.6272135269753032,NA,2.3128704075922064,-6.75510767105,285.85,281.15,291.95,0.200518505023,NA,NA,0.7830230555109959,-37.763574992564614,-36.14220394917742,3,False,7,6,598,CT460,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",55.0,-77.0,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,PhotosystemII
536_Sch_TF,Oscillatoria sp.,schoolfield two factor,Specific Growth Rate,-1.7892039033959968,0.5472126312653355,300.857525059,3.3451247762189924,NA,300.85,294.55,304.95,1.18828774115,NA,NA,1.0,-257.63109722320627,-258.6996254176068,1,False,4,4,536,CT235,"Coles, J. F. & Jones, R. C. (2000). Effect of temperature on photosynthesis-light response and growth of four phytoplankton species isolated from a tidal freshwater river. J. Phycol., 36, 7-16.",,,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,PhotosystemII
536_Sch_OS,Oscillatoria sp.,schoolfield simple,Specific Growth Rate,-1.117164922265789,0.304805349697856,NA,2.017269847119287,NA,NA,NA,NA,NA,NA,NA,0.8417417245331407,-11.259671467783086,-12.328199662183632,2,False,4,4,536,CT235,"Coles, J. F. & Jones, R. C. (2000). Effect of temperature on photosynthesis-light response and growth of four phytoplankton species isolated from a tidal freshwater river. J. Phycol., 36, 7-16.",,,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,PhotosystemII
12_Sch_OS,Palaeococcus helgesonii,schoolfield simple,Specific Growth Rate,-5.429654831068577,0.9236395923999601,NA,4.18289564778672,NA,351.1923,345.3923,355.3923,20.8785881578,NA,NA,0.9662808303370213,10.654034884626707,12.383585629903273,1,False,7,4,12,Amend_2003_P_helgesonii,"Amend, J. P., Meyer-Dombard, D. R., Sheth, S. N., Zolotova, N., & Amend, A. C. (2003). Palaeococcus helgesonii sp. nov., a facultatively anaerobic, hyperthermophilic archaeon from a geothermal well on Vulcano Island, Italy. Archives of Microbiology, 179(6), 394?401.",38.41,14.95,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,helgesonii,True,C19
12_Sch_TF,Palaeococcus helgesonii,schoolfield two factor,Specific Growth Rate,-5.429590980626313,0.9236315989759502,351.199757317,4.182975146283885,NA,351.1923,345.3923,355.3923,20.8786394144,NA,NA,0.9662808537441013,10.654034889450607,12.383585634727172,2,False,7,4,12,Amend_2003_P_helgesonii,"Amend, J. P., Meyer-Dombard, D. R., Sheth, S. N., Zolotova, N., & Amend, A. C. (2003). Palaeococcus helgesonii sp. nov., a facultatively anaerobic, hyperthermophilic archaeon from a geothermal well on Vulcano Island, Italy. Archives of Microbiology, 179(6), 394?401.",38.41,14.95,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,helgesonii,True,C19
12_Sch_O,Palaeococcus helgesonii,schoolfield,Specific Growth Rate,-4.7366062117977314,0.9236510675468655,NA,4.182866608914523,-1.32542299358e-09,351.1923,345.3923,355.3923,20.8786085824,NA,NA,0.9662809334608008,14.654034889905835,16.27540593329303,3,False,7,6,12,Amend_2003_P_helgesonii,"Amend, J. P., Meyer-Dombard, D. R., Sheth, S. N., Zolotova, N., & Amend, A. C. (2003). Palaeococcus helgesonii sp. nov., a facultatively anaerobic, hyperthermophilic archaeon from a geothermal well on Vulcano Island, Italy. Archives of Microbiology, 179(6), 394?401.",38.41,14.95,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,helgesonii,True,C19
116_Sch_TF,Pelotomaculum thermopropionicum,schoolfield two factor,Specific Growth Rate,-13.571367701998048,2.0565967371961476,328.078169869,4.586469888987617,NA,328.1234,324.8234,331.2234,1.57991226322,NA,NA,0.9438651793792009,-29.688011141004637,-26.70188825432354,1,False,9,4,116,Imachi_2002,"2002, Imachi, H. et al, 'Pelotomaculum thermopropionicum gen. nov., sp. nov., an anaerobic, thermophilic, syntrophic propionate-oxidizing bacterium', International Journal of Systematic and Evolutionary Microbiology 52 (1729?1735)",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,thermopropionicum,True,Fermentation
116_Sch_OS,Pelotomaculum thermopropionicum,schoolfield simple,Specific Growth Rate,-13.430882376482572,2.0347605729839935,NA,4.589787983751263,NA,328.1234,324.8234,331.3234,1.57924590528,NA,NA,0.9438549871542933,-29.686135928823063,-26.700013042141965,2,False,9,4,116,Imachi_2002,"2002, Imachi, H. et al, 'Pelotomaculum thermopropionicum gen. nov., sp. nov., an anaerobic, thermophilic, syntrophic propionate-oxidizing bacterium', International Journal of Systematic and Evolutionary Microbiology 52 (1729?1735)",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,thermopropionicum,True,Fermentation
116_Sch_O,Pelotomaculum thermopropionicum,schoolfield,Specific Growth Rate,-13.218810840363163,2.001790452366759,NA,4.596555588876959,-3.69647678977,328.1234,324.8234,331.3234,1.57819257033,NA,NA,0.9437931524837728,-25.675735376325918,-22.29516333497238,3,False,9,6,116,Imachi_2002,"2002, Imachi, H. et al, 'Pelotomaculum thermopropionicum gen. nov., sp. nov., an anaerobic, thermophilic, syntrophic propionate-oxidizing bacterium', International Journal of Systematic and Evolutionary Microbiology 52 (1729?1735)",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,thermopropionicum,True,Fermentation
143_Sch_O,Peptoclostridium paradoxum,schoolfield,Specific Growth Rate,-0.3262500749324688,4.642677325972233e-05,NA,8.977340413920299,-1.18594620933,329.7821,324.7821,332.0821,0.370539054683,NA,NA,0.9916483250583097,-125.23329876770785,-118.27694735999238,1,False,15,6,143,Li_1993_YT_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
143_Sch_TF,Peptoclostridium paradoxum,schoolfield two factor,Specific Growth Rate,-6.992609863713261,0.8424447888458314,329.66315728,8.301581855382794,NA,329.6821,325.3821,331.8821,0.380573506447,NA,NA,0.9890035020504337,-124.90371712806473,-119.36346612255367,2,False,15,4,143,Li_1993_YT_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
143_Sch_OS,Peptoclostridium paradoxum,schoolfield simple,Specific Growth Rate,-6.99261131689789,0.8424450249037745,NA,8.301577852843197,NA,329.6821,325.3821,331.8821,0.380573517611,NA,NA,0.9890035012085444,-124.90371712783934,-119.36346612232829,3,False,15,4,143,Li_1993_YT_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
144_Sch_OS,Peptoclostridium paradoxum,schoolfield simple,Specific Growth Rate,-5.620875235902876,0.7180223910167538,NA,4.041560172442159,NA,327.9585,321.9585,331.9585,0.485928594923,NA,NA,0.9163198652154737,-130.64909967068814,-122.97162859104239,1,False,23,4,144,Li_1993_YTG_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
144_Sch_TF,Peptoclostridium paradoxum,schoolfield two factor,Specific Growth Rate,-5.620907165960616,0.7180281508265366,327.938376238,4.041510329877617,NA,327.9585,321.9585,331.9585,0.485928320023,NA,NA,0.9163198904531279,-130.64909958643278,-122.97162850678703,2,False,23,4,144,Li_1993_YTG_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
144_Sch_O,Peptoclostridium paradoxum,schoolfield,Specific Growth Rate,-5.6201926605061745,0.7178994743561863,NA,4.0426014991011145,-18.0410737523,327.9585,321.9585,331.9585,0.485933834304,NA,NA,0.916319411405057,-126.64909920712822,-116.70063969562418,3,False,23,6,144,Li_1993_YTG_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
141_Sch_TF,Peptoclostridium thermoalcaliphilum,schoolfield two factor,Specific Growth Rate,-0.954390612146427,0.7967176344531887,322.285539383,6.740592746836125,NA,322.2641,317.7641,324.8641,59.0648000675,NA,NA,0.954197673461117,58.548218436697326,65.00007722617815,1,False,18,4,141,Li1994_m_C_themoalcaliphilum,"Li, Y., Engle, M., S, N. M. I. S., & Mandelc, L. (1994). Thermotolerant Facultative Alkalip hile. Growth (Lakeland), (29), 111?118.",33.78,-84.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,thermoalcaliphilum,True,Fermentation
141_Sch_OS,Peptoclostridium thermoalcaliphilum,schoolfield simple,Specific Growth Rate,-0.954424969584667,0.7967243678645435,NA,6.74044480902792,NA,322.2641,317.7641,324.8641,59.0647687739,NA,NA,0.9541977105211408,58.5482185568705,65.00007734635133,2,False,18,4,141,Li1994_m_C_themoalcaliphilum,"Li, Y., Engle, M., S, N. M. I. S., & Mandelc, L. (1994). Thermotolerant Facultative Alkalip hile. Growth (Lakeland), (29), 111?118.",33.78,-84.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,thermoalcaliphilum,True,Fermentation
141_Sch_O,Peptoclostridium thermoalcaliphilum,schoolfield,Specific Growth Rate,-0.9543888911293236,0.7967172887730462,NA,6.740601401346068,-25.9754712903,322.2641,317.7641,324.8641,59.0648029224,NA,NA,0.9541976699458433,62.54821843039074,70.7808207356639,3,False,18,6,141,Li1994_m_C_themoalcaliphilum,"Li, Y., Engle, M., S, N. M. I. S., & Mandelc, L. (1994). Thermotolerant Facultative Alkalip hile. Growth (Lakeland), (29), 111?118.",33.78,-84.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,thermoalcaliphilum,True,Fermentation
