,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max.response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,B0.max,B0.min,E.max,E.min,Tpk.max,Tpk.min,Response.max,Response.min,ED.max,ED.min,EDL.max,EDL.min,TH.max,TH.min,THL.max,THL.min,Slope.max,Slope.min,Intercept.max,Intercept.min,Temperature,Response,Original_Data
431_Sch_O_orig_point_2,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.099,0.000864,True
431_Sch_O_orig_point_3,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.493,0.000864,True
431_Sch_O_orig_point_4,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.109,0.001728,True
431_Sch_O_orig_point_5,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.397,0.001728,True
431_Sch_O_orig_point_6,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.15999999999997,0.0025919999999999997,True
431_Sch_O_orig_point_7,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.02299999999997,0.003456,True
431_Sch_O_orig_point_8,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.315,0.00432,True
431_Sch_O_orig_point_9,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.923,0.00432,True
431_Sch_O_orig_point_10,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.681,0.005183999999999999,True
431_Sch_O_orig_point_11,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.54499999999996,0.006048,True
431_Sch_O_orig_point_12,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.31,0.007776,True
431_Sch_O_orig_point_13,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.12699999999995,0.007776,True
431_Sch_O_orig_point_14,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.777,0.00864,True
431_Sch_O_orig_point_15,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.745,0.009504,True
431_Sch_O_orig_point_16,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.721,0.010367999999999999,True
431_Sch_O_orig_point_17,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.904,0.011232,True
431_Sch_O_orig_point_18,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.76399999999995,0.012096,True
431_Sch_O_orig_point_19,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.52799999999996,0.013824,True
431_Sch_O_orig_point_20,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.667,0.014688,True
431_Sch_O_orig_point_21,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.741,0.015552,True
431_Sch_O_orig_point_22,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.35299999999995,0.016416,True
431_Sch_O_orig_point_23,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.808,0.016416,True
431_Sch_O_orig_point_24,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.40799999999996,0.016416,True
431_Sch_O_orig_point_25,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.673,0.014688,True
431_Sch_O_orig_point_26,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-4.848232480683175,0.30023169604934974,NA,2.920097322712218,-1.2987147123157508,295.215,288.215,300.015,0.0168995532086,NA,NA,0.995081477675343,-412.49497822194627,-401.42412015991596,1,False,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.25399999999996,0.012096,True
432_Sch_O_model_point_0,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.78299999999996,0.0002483513649182429,False
432_Sch_O_model_point_1,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.883,0.00025957920520305986,False
432_Sch_O_model_point_2,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.983,0.00027126033310252733,False
432_Sch_O_model_point_3,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.083,0.00028340916849650357,False
432_Sch_O_model_point_4,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.18300000000005,0.0002960403169855604,False
432_Sch_O_model_point_5,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.2830000000001,0.00030916855214590074,False
432_Sch_O_model_point_6,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.3830000000001,0.00032280879626054795,False
432_Sch_O_model_point_7,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.4830000000001,0.0003369760995113877,False
432_Sch_O_model_point_8,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.58300000000014,0.0003516856176249682,False
432_Sch_O_model_point_9,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.68300000000016,0.00036695258797411507,False
432_Sch_O_model_point_10,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.7830000000002,0.0003827923041472177,False
432_Sch_O_model_point_11,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.8830000000002,0.0003992200890077483,False
432_Sch_O_model_point_12,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.98300000000023,0.0004162512662778789,False
432_Sch_O_model_point_13,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.08300000000025,0.00043390113069199866,False
432_Sch_O_model_point_14,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.1830000000003,0.0004521849167786419,False
432_Sch_O_model_point_15,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.2830000000003,0.0004711177663421905,False
432_Sch_O_model_point_16,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.3830000000003,0.0004907146947295291,False
432_Sch_O_model_point_17,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.48300000000035,0.0005109905559802992,False
432_Sch_O_model_point_18,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.58300000000037,0.0005319600069736468,False
432_Sch_O_model_point_19,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.6830000000004,0.0005536374706982611,False
432_Sch_O_model_point_20,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.7830000000004,0.0005760370987864515,False
432_Sch_O_model_point_21,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.88300000000044,0.000599172733466659,False
432_Sch_O_model_point_22,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.98300000000046,0.0006230578691021126,False
432_Sch_O_model_point_23,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.0830000000005,0.0006477056134958198,False
432_Sch_O_model_point_24,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.1830000000005,0.0006731286491539107,False
432_Sch_O_model_point_25,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.2830000000005,0.0006993391947103495,False
432_Sch_O_model_point_26,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.38300000000055,0.0007263489667252397,False
432_Sch_O_model_point_27,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.4830000000006,0.0007541691420777562,False
432_Sch_O_model_point_28,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.5830000000006,0.0007828103211807836,False
432_Sch_O_model_point_29,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.6830000000006,0.0008122824922499633,False
432_Sch_O_model_point_30,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.78300000000064,0.0008425949968622344,False
432_Sch_O_model_point_31,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.88300000000066,0.0008737564970406577,False
432_Sch_O_model_point_32,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.9830000000007,0.0009057749441005621,False
432_Sch_O_model_point_33,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.0830000000007,0.0009386575494890011,False
432_Sch_O_model_point_34,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.18300000000073,0.0009724107578437529,False
432_Sch_O_model_point_35,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.28300000000075,0.0010070402224897496,False
432_Sch_O_model_point_36,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.3830000000008,0.0010425507835805949,False
432_Sch_O_model_point_37,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.556043871365681,0.702347023665627,NA,2.9105368932168867,-2.320426917498515,295.583,290.083,299.883,0.0283130934726,NA,NA,0.9959757873730147,-339.96918749815865,-330.0207279866546,1,False,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.4830000000008,0.0010789464490795634,False
