,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max.response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,B0.max,B0.min,E.max,E.min,Tpk.max,Tpk.min,Response.max,Response.min,ED.max,ED.min,EDL.max,EDL.min,TH.max,TH.min,THL.max,THL.min,Slope.max,Slope.min,Intercept.max,Intercept.min,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,Best_Guess
170_Sch_TF,Methanoculleus submarinus,schoolfield two factor,Specific Growth Rate,-3.5740290751613015,0.85170139134897,315.370253037,4.127823891893921,NA,315.3489,310.4489,318.8489,2.82208752643,NA,NA,0.9887073483467451,-104.47249688226378,-96.58222773052405,3,False,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,Mickucki_2003,"2003, Mikucki, J.A et al 'Isolation of a Methanogen from Deep Marine Sediments That Contain Methane Hydrates, and Description of Methanoculleus submarinus sp. nov.', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 69 (3311?3316)",32.26,135.01,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,submarinus,True,D1
94_Sch_TF,Methanoculleus thermophilus,schoolfield two factor,Specific Growth Rate,0.15164611771490946,0.34204430343778014,329.302923208,7.852721791261441,NA,329.2833,320.4833,332.2833,13.2533011008,NA,NA,0.7872570936350578,20.554685850445438,25.74997249852173,1,False,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,Harris_1984_FR4,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",52.54,1.65,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,True,D1
94_Sch_OS,Methanoculleus thermophilus,schoolfield simple,Specific Growth Rate,0.15164653679716303,0.34204423982207866,NA,7.852718246806301,NA,329.2833,320.4833,332.2833,13.2532998647,NA,NA,0.7872570947696974,20.554685850504857,25.74997249858115,2,False,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,Harris_1984_FR4,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",52.54,1.65,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,True,D1
94_Sch_O,Methanoculleus thermophilus,schoolfield,Specific Growth Rate,0.40514416476026666,0.42019072498616195,NA,4.573246708615012,-1.00145969295e-09,327.3833,319.1833,331.5833,13.0947763985,NA,NA,0.7525716839765124,26.66701862291968,33.140419930226486,3,False,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,Harris_1984_FR4,"1984,  Harris, J.E. et al., 'Isolation and Characterization of a Novel Thermophilic, Freshwater Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 48, (1123-1128)",52.54,1.65,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,thermophilus,True,D1
67_Sch_OS,Methanogenium frigidum,schoolfield simple,Specific Growth Rate,-3.181288217182451,1.0681136811184602,NA,4.464662644975796,NA,286.32014,282.92014,288.92014,0.255303363724,NA,NA,0.838859803979589,-123.99645172809704,-117.27425683226484,1,False,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Franzmann_1997_M_frigidum,"1997,  FRANZMANN, P.D. et al , 'Methanogenium fngidum sp. nov., a Psychrophilic, H,-Using Methanogen from Ace Lake, Antarctica ', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (1068-1072)",21.23,38.04,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,True,D1
67_Sch_TF,Methanogenium frigidum,schoolfield two factor,Specific Growth Rate,-3.1812861434376343,1.0681124620669369,286.338608148,4.464647913428303,NA,286.32014,282.92014,288.92014,0.255303005606,NA,NA,0.8388598394830671,-123.99645172767518,-117.27425683184298,2,False,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Franzmann_1997_M_frigidum,"1997,  FRANZMANN, P.D. et al , 'Methanogenium fngidum sp. nov., a Psychrophilic, H,-Using Methanogen from Ace Lake, Antarctica ', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (1068-1072)",21.23,38.04,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,True,D1
67_Sch_O,Methanogenium frigidum,schoolfield,Specific Growth Rate,-3.181305599244123,1.068128022446452,NA,4.464650231701111,-43.4139835404,286.32014,282.92014,288.92014,0.255304095363,NA,NA,0.8388597130571394,-119.9964517246319,-111.38537887046681,3,False,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Franzmann_1997_M_frigidum,"1997,  FRANZMANN, P.D. et al , 'Methanogenium fngidum sp. nov., a Psychrophilic, H,-Using Methanogen from Ace Lake, Antarctica ', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (1068-1072)",21.23,38.04,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,True,D1
164_Sch_TF,Methanohalophilus portucalensis,schoolfield two factor,Specific Growth Rate,-3.4253881727475686,0.7575267413972336,310.884480403,8.238868761485442,NA,310.8983,306.6983,312.8983,1.46700543302,NA,NA,0.9772302634714835,-23.053964475656336,-22.095167129516064,1,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,Mathrani_1985,"1985, MATHRANI, I.M. and BOONE D.R., 'Isolation and Characterization of a Moderately HalophilicMethanogen from a Solar Saltern', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 50 (140-143)",37.52,-122.03,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,portucalensis,True,D1
164_Sch_OS,Methanohalophilus portucalensis,schoolfield simple,Specific Growth Rate,-3.4253775220168543,0.7575236511045713,NA,8.239443485039866,NA,310.8983,306.6983,312.8983,1.46701771906,NA,NA,0.9772301013285672,-23.05396447343887,-22.095167127298595,2,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,Mathrani_1985,"1985, MATHRANI, I.M. and BOONE D.R., 'Isolation and Characterization of a Moderately HalophilicMethanogen from a Solar Saltern', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 50 (140-143)",37.52,-122.03,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,portucalensis,True,D1
164_Sch_O,Methanohalophilus portucalensis,schoolfield,Specific Growth Rate,-3.906537142548203,1.06713685077119,NA,4.28387729713798,-1.19763543527e-09,309.0983,305.0983,312.2983,1.47880967474,NA,NA,0.9406935407108786,-13.276606348347055,-12.73429006375067,3,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,Mathrani_1985,"1985, MATHRANI, I.M. and BOONE D.R., 'Isolation and Characterization of a Moderately HalophilicMethanogen from a Solar Saltern', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 50 (140-143)",37.52,-122.03,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,portucalensis,True,D1
517_Sch_O,Methanolobus psychrophilus,schoolfield,Specific Growth Rate,-0.8965296720070598,0.495257578105485,NA,26.713177559032726,-5.26471601461,291.9932593,287.4932593,292.7932593,1.55380988015,NA,NA,0.9999999999999994,-204.94702330746935,-204.40470702287297,1,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517,Zhang_2008_M_psychrophilus,"Zhang, G., Jiang, N., Liu, X., & Dong, X. (2008). Methanogenesis from methanol at low temperatures by a novel psychrophilic methanogen, Methanolobus psychrophilus? sp. nov., prevalent in Zoige wetland of the Tibetan plateau. Applied and Environmental Microbiology, 74(19), 6114?6120.",33.56,102.52,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,psychrophilus,True,D1
517_Sch_TF,Methanolobus psychrophilus,schoolfield two factor,Specific Growth Rate,-1.4343157538520004,0.7557185936030527,290.733573187,9.62318366582406,NA,290.6932593,287.1932593,292.3932593,1.52954000711,NA,NA,0.9736836486717825,-21.04751349595655,-20.08871614981628,2,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517,Zhang_2008_M_psychrophilus,"Zhang, G., Jiang, N., Liu, X., & Dong, X. (2008). Methanogenesis from methanol at low temperatures by a novel psychrophilic methanogen, Methanolobus psychrophilus? sp. nov., prevalent in Zoige wetland of the Tibetan plateau. Applied and Environmental Microbiology, 74(19), 6114?6120.",33.56,102.52,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,psychrophilus,True,D1
517_Sch_OS,Methanolobus psychrophilus,schoolfield simple,Specific Growth Rate,-1.4343510744878116,0.7557366538130563,NA,9.62296131270113,NA,290.6932593,287.1932593,292.3932593,1.52954522905,NA,NA,0.9736835339259793,-21.047513492309864,-20.08871614616959,3,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517,Zhang_2008_M_psychrophilus,"Zhang, G., Jiang, N., Liu, X., & Dong, X. (2008). Methanogenesis from methanol at low temperatures by a novel psychrophilic methanogen, Methanolobus psychrophilus? sp. nov., prevalent in Zoige wetland of the Tibetan plateau. Applied and Environmental Microbiology, 74(19), 6114?6120.",33.56,102.52,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,psychrophilus,True,D1
61_Sch_OS,Methanomicrobiaceae sp,schoolfield simple,uMols methane,0.6396731656790754,0.6345903921579696,NA,7.109919383730093,NA,335.213,329.513,338.013,253.390295967,NA,NA,0.9260457717846283,58.52644304882554,60.92365075722472,1,False,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,Ferguson_1983_Methanomicrobiaceae,"1983,  FERGUSON, T.J. et al, 'Isolation and Characterization of an H2-Oxidizing Thermophilic Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 45 (265-274)",,,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,,,True,D1
61_Sch_TF,Methanomicrobiaceae sp,schoolfield two factor,uMols methane,0.6396571255709116,0.6345929355949519,335.194604523,7.109761128436073,NA,335.213,329.513,338.013,253.389761187,NA,NA,0.9260458340348384,58.52644306957963,60.92365077797881,2,False,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,Ferguson_1983_Methanomicrobiaceae,"1983,  FERGUSON, T.J. et al, 'Isolation and Characterization of an H2-Oxidizing Thermophilic Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 45 (265-274)",,,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,,,True,D1
61_Sch_O,Methanomicrobiaceae sp,schoolfield,uMols methane,0.6396920752616123,0.6345873662229665,NA,7.110121483549806,-8.37996793574,335.213,329.513,338.013,253.391008231,NA,NA,0.9260456885839207,62.52644302816125,65.0825338199201,3,False,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,Ferguson_1983_Methanomicrobiaceae,"1983,  FERGUSON, T.J. et al, 'Isolation and Characterization of an H2-Oxidizing Thermophilic Methanogen', APPLIED AND ENVIRONMENTAL MICROBIOLOGY, 45 (265-274)",,,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,,,True,D1
137_Sch_TF,Methanopyrus kandleri,schoolfield two factor,Specific Growth Rate,-42.99498583131551,4.2342255116144045,369.951255848,8.740797900475046,NA,369.9318,367.8318,372.1318,29.8777556404,NA,NA,0.9885005991571318,4.136569911979405,4.183759474149906,1,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,Kurr_1991_M_kandlerii,"1991, Kurr, M. et al, 'Methanopyrus kandleri, gen. and sp. nov. represents a novel group of hyperthermophilic methanogens, growing at 110∞C', Arch Microbiol, 156 (239-247)",27.25,-111.5,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,True,D1
137_Sch_OS,Methanopyrus kandleri,schoolfield simple,Specific Growth Rate,-18.828952947123216,1.9634075041389702,NA,8.308782301334087,NA,371.4318,368.3318,373.8318,19.5526121075,NA,NA,0.9603219464256647,9.68820577884421,9.735395341014712,2,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,Kurr_1991_M_kandlerii,"1991, Kurr, M. et al, 'Methanopyrus kandleri, gen. and sp. nov. represents a novel group of hyperthermophilic methanogens, growing at 110∞C', Arch Microbiol, 156 (239-247)",27.25,-111.5,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,True,D1
363_Sch_OS,Methanopyrus kandleri,schoolfield simple,Specific Growth Rate,-17.09305666125994,1.7506852929242451,NA,4.201655636480799,NA,377.3962,372.4962,381.9962,18.3090774954,NA,NA,0.9655913621254758,11.156723411621659,15.981470198929342,1,False,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,110,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122¬†C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,True,D1
363_Sch_TF,Methanopyrus kandleri,schoolfield two factor,Specific Growth Rate,-17.09275001439552,1.7506566534231283,377.405083409,4.201671353776901,NA,377.3962,372.4962,381.9962,18.309071156,NA,NA,0.9655913027991969,11.156723497924297,15.98147028523198,2,False,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,110,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122¬†C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,True,D1
363_Sch_O,Methanopyrus kandleri,schoolfield,Specific Growth Rate,-17.09300110887441,1.7506811297841565,NA,4.201636565099141,-18.7121898906,377.3962,372.4962,381.9962,18.3090428189,NA,NA,0.9655915219361281,15.156723391694651,21.11136889392541,3,False,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,110,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122¬†C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,True,D1
364_Sch_OS,Methanopyrus kandleri,schoolfield simple,Specific Growth Rate,-14.146150522197187,1.5084593605863947,NA,3.855907139353329,NA,373.8937,368.5937,378.7937,13.6922592936,NA,NA,0.9667833696563608,0.8862027811860944,5.710949568493778,1,False,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,111,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122¬†C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,True,D1
364_Sch_TF,Methanopyrus kandleri,schoolfield two factor,Specific Growth Rate,-14.14618258276676,1.5084631051369604,373.870592244,3.855893541132499,NA,373.8937,368.5937,378.7937,13.6922473633,NA,NA,0.966783417044829,0.8862027832945447,5.710949570602228,2,False,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,111,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122¬†C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,True,D1
364_Sch_O,Methanopyrus kandleri,schoolfield,Specific Growth Rate,-14.146121077499215,1.5084565624104767,NA,3.855908081029848,-1046.05927436,373.8937,368.5937,378.7937,13.6922578726,NA,NA,0.9667833723748778,4.886202782939979,10.840848285170736,3,False,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,111,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122¬†C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,True,D1
413_Sch_TF,Methanosaeta concilii,schoolfield two factor,Methanogenesis,-5.738431579407132,1.0273914324536038,311.136109689,1.4127899744250314,NA,311.091,302.091,323.691,0.180821313435,NA,NA,0.9902688796211766,-91.90529309291018,-88.39236762793996,1,False,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,161,"Huser BA, Wuhrmann K, Zehnder AJB (1982) Methanothrix soehngenii gen-nov-sppnov, a new acetotrophic non-hydrogen oxidizing methane bacterium. Archives of Microbiology, 132, 1_9.",,,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,concilii,True,D1
413_Sch_OS,Methanosaeta concilii,schoolfield simple,Methanogenesis,-3.5869713370947935,0.3348528973183118,NA,467.08601034317184,NA,NA,NA,NA,NA,NA,NA,0.8015617925504774,-61.71112935901046,-58.198203894040226,2,False,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,161,"Huser BA, Wuhrmann K, Zehnder AJB (1982) Methanothrix soehngenii gen-nov-sppnov, a new acetotrophic non-hydrogen oxidizing methane bacterium. Archives of Microbiology, 132, 1_9.",,,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,concilii,True,D1
413_Sch_O,Methanosaeta concilii,schoolfield,Methanogenesis,-1.6289574019533857,5.380501605367627e-07,NA,233.56497208838456,-1.42356450591,313.991,302.491,314.191,0.18585307393,NA,NA,0.49605524445816884,-47.50963944817164,-43.391543797213316,3,False,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,161,"Huser BA, Wuhrmann K, Zehnder AJB (1982) Methanothrix soehngenii gen-nov-sppnov, a new acetotrophic non-hydrogen oxidizing methane bacterium. Archives of Microbiology, 132, 1_9.",,,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,concilii,True,D1
409_Sch_TF,Methanosarcina barkeri,schoolfield two factor,Methanogenesis,-0.5686721991254741,0.9491544934351516,309.300497555,24.4121459904697,NA,309.25,306.45,310.15,60.5097056276,NA,NA,0.9999199628937252,-6.799404313649209,-7.867932508049756,1,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,157,"Westermann P, Ahring BK, Mah RA (1989) Temperature compensation in Methanosarcina barkeri by modulation of hydrogen and acetate affinity. Applied and Environmental Microbiology, 55, 1262_1266.",,,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,barkeri,True,D1
409_Sch_OS,Methanosarcina barkeri,schoolfield simple,Methanogenesis,-0.5686723585978194,0.9491545515733599,NA,18.02810171496396,NA,309.15,306.25,310.25,58.613352787,NA,NA,0.9999199639833892,-6.799399238358843,-7.86792743275939,2,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,157,"Westermann P, Ahring BK, Mah RA (1989) Temperature compensation in Methanosarcina barkeri by modulation of hydrogen and acetate affinity. Applied and Environmental Microbiology, 55, 1262_1266.",,,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,barkeri,True,D1
411_Sch_TF,Methanosarcina sp.,schoolfield two factor,Methanogenesis,-8.794666708107686,2.2148676870931685,330.376104893,2.513247966051191,NA,330.368,323.468,343.868,214.490224149,NA,NA,0.999887320881463,4.6775013595889305,5.636298705729205,1,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,159,"Ferguson, TJ & Mah, RA (1983) Isolation and characterisation of an H2 oxidising thermophilic methanogen. Appl. Env. Micro. 45, 265.",,,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,True,D1
411_Sch_OS,Methanosarcina sp.,schoolfield simple,Methanogenesis,-2.0096271517536546,1.0673727898466856,NA,2.2943869480389383,NA,332.268,325.668,338.868,228.048654674,NA,NA,0.9617909428184309,39.740684231167194,40.699481577307466,2,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,159,"Ferguson, TJ & Mah, RA (1983) Isolation and characterisation of an H2 oxidising thermophilic methanogen. Appl. Env. Micro. 45, 265.",,,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,True,D1
411_Sch_O,Methanosarcina sp.,schoolfield,Methanogenesis,2.2024450572355883,0.3978610810074573,NA,132.34528358401047,-44.6899229025,NA,NA,NA,NA,NA,NA,0.6649034826267013,56.678742470709686,57.221058755306075,3,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,159,"Ferguson, TJ & Mah, RA (1983) Isolation and characterisation of an H2 oxidising thermophilic methanogen. Appl. Env. Micro. 45, 265.",,,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,True,D1
412_Sch_TF,Methanosarcina tm-1.,schoolfield two factor,Methanogenesis,-8.094853379881199,0.8551759938981615,322.653829771,2.919810152898565,NA,322.65,316.65,327.55,0.0567594649939,NA,NA,0.9864136376131654,-56.65368448172144,-56.60649491955094,1,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,160,"Zinder, SH & Mah, RA. (1979) Isolation and characterisation of a thermophilic strain of Amethanosrcina unable to use H2-CO2 for methanogenesis. Appl. Env. Micro. 38, 996-1008.",,,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,True,D1
412_Sch_OS,Methanosarcina tm-1.,schoolfield simple,Methanogenesis,-8.0948594317782,0.8551771887512265,NA,2.9198042986809316,NA,322.65,316.65,327.55,0.0567594507988,NA,NA,0.9864136379565517,-56.6536844810488,-56.6064949188783,2,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,160,"Zinder, SH & Mah, RA. (1979) Isolation and characterisation of a thermophilic strain of Amethanosrcina unable to use H2-CO2 for methanogenesis. Appl. Env. Micro. 38, 996-1008.",,,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,True,D1
408_Sch_TF,Methanothermobacter thermautotrophicus,schoolfield two factor,Methanogenesis,-3.1899625876155127,0.7020702929484287,340.700501373,4.801642566762751,NA,340.699,334.599,344.499,12.9860220022,NA,NA,0.9687021765936649,5.37175543818676,7.768963146585939,1,False,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,156,"Zeikus, JG & Wolfe, RS (1972) Methanobacterium thermoautotrophicus sp. N., an anaerobic, autotrophic extreme thermophile. J. Bacter. 109, 707-713.",,,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,thermautotrophicus,True,D1
408_Sch_OS,Methanothermobacter thermautotrophicus,schoolfield simple,Methanogenesis,-3.189985029482238,0.7020731760407952,NA,4.801639026099135,NA,340.699,334.599,344.499,12.9860317426,NA,NA,0.9687021203276875,5.371755443643912,7.768963152043091,2,False,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,156,"Zeikus, JG & Wolfe, RS (1972) Methanobacterium thermoautotrophicus sp. N., an anaerobic, autotrophic extreme thermophile. J. Bacter. 109, 707-713.",,,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,thermautotrophicus,True,D1
